"","state","account.length","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.day.charge.permin","total.eve.minutes","total.eve.calls","total.eve.charge.permin","total.night.minutes","total.night.calls","total.night.charge.permin","total.intl.minutes","total.intl.calls","total.intl.charge.permin","number.customer.service.calls","Churn","decision.prediction","random.prediction","knn.predict","naive.bayes.predict"
"260","DE",-1.39373333164188," no"," no",-0.542369810884019,0.871380369011952,1.01653093694285,0.169991134751773,-1.32835177932043,1.12806046623717,0.0850073855243722,-0.19474486316277,-0.175110369153294,0.0449763282482904,0.71715651860105,0.607801664932654,0.270247933884298,-0.456451216166393," False."," False."," False."," False."," False."
"261","CO",-0.748008763184951," no"," yes",2.30662073417849,1.78480400560249,1.22874515216746,0.169989006962257,-0.231120605615612,-0.183511710323775,0.0849787685774947,-1.38376130625254,-0.639748400441668,0.0450151057401813,0.0804392701530201,-0.526553113322119,0.27047619047619,0.322358614472388," False."," False."," False."," False."," False."
"262","FL",-0.231429108419411," no"," no",-0.542369810884019,0.684060934024041,0.379888291268998,0.169986104678092,0.238825576329658,-0.603214806823276,0.0849834201800095,1.09936662082402,0.341154110056011,0.044998022933966,-0.596072806323011,0.0406242758052674,0.270454545454545,-1.23526104680517," False."," False."," False."," False."," False."
"263","ID",-0.748008763184951," yes"," no",-0.542369810884019,0.371218166312272,1.17569159836131,0.170005007511267,-0.210418130640049,-0.445826145635963,0.0850052798310454,1.32810288630576,1.06392438094904,0.045,0.319208238321031,0.0406242758052674,0.27027027027027,3.43759793702751," True."," False."," False."," False."," True."
"264","DE",-0.877153676876336," no"," yes",1.78180668640382,1.95860554322014,1.17569159836131,0.169989357928343,0.849548588108752,0.183728499113289,0.0849958437240233,0.2606669807243,1.06392438094904,0.045004712535344,-1.31237971082705,0.607801664932654,0.27,1.10116844511117," False."," False."," False."," False."," False."
"265","PA",1.7832315451662," yes"," no",-0.542369810884019,0.0139594500982154,1.22874515216746,0.169977924944812,1.30293279007357,-1.23276945157253,0.0849904761904762,0.297759348099717,-0.588121952520737,0.045,-0.755252118435019,0.0406242758052674,0.270238095238095,-1.23526104680517," False."," False."," False."," False."," False."
"266","NJ",1.06002002849444," no"," no",-0.542369810884019,-2.26284069269299,0.910423829330539,0.16998420221169,-0.460918077844356,0.655894482675227,0.0849971799210378,-0.575971972299005,-0.89788064004632,0.044988344988345,1.55284790718909,0.0406242758052674,0.269718309859155,-0.456451216166393," False."," False."," False."," False."," False."
"267","DC",-1.47122027985671," no"," no",-0.542369810884019,0.53150180655966,-0.840343446272548,0.17,-0.00339338088442386,0.498505821487914,0.0850050150451354,-0.536818917847175,-0.433242608757946,0.045014409221902,1.8314117033851,-0.526553113322119,0.269798657718121,-0.456451216166393," False."," False."," False."," False."," False."
"268","MO",0.156005632654745," no"," no",-0.542369810884019,0.1703808339541,-1.37087898433409,0.16999471737982,-0.897740299828726,1.02313469211229,0.0850192061459667,0.672804396006716,-1.2076393275719,0.0450043066322136,-1.11340557068704,2.30933383231481,0.270666666666667,1.10116844511117," False."," False."," False."," False."," False."
"270","AK",-0.773837745923228," no"," no",-0.542369810884019,-0.157910959323682,1.91844135164747,0.169994196169472,-0.1938561506596,-0.393363258573525,0.0850157728706625,2.02049374398022,-0.794627744204459,0.0449932795698925,0.0406444421250184,-1.09373050244951,0.270192307692308,-0.456451216166393," False."," False."," False."," False."," False."
"271","OK",-0.515547918540458," no"," no",-0.542369810884019,-0.781665366551468,-0.787289892466393,0.17,0.356829683690364,-1.44262099982228,0.0850092250922509,0.514131491122986,0.134648318372289,0.044988864142539,-0.516483150267008,1.17497905406004,0.27,0.322358614472388," False."," False."," False."," False."," False."
"272","RI",-0.980469607829445," no"," no",-0.542369810884019,0.782548472007376,-0.256754354404852,0.17,2.24903589645678,-1.49508388688472,0.0850097339390006,0.693411266770836,-0.278363264995155,0.0449828473413379,-0.0787400419589875,0.607801664932654,0.27029702970297,-0.456451216166393," True."," False."," False."," False."," False."
"273","OH",2.22232425171691," no"," no",-0.542369810884019,-0.256398497307017,1.81233424403516,0.169976076555024,-0.775595697472907,1.1805233532996,0.0850092535471931,-0.87889297253158,-0.94950708796725,0.0449968132568515,-0.317509010126999,0.0406242758052674,0.270526315789474,-0.456451216166393," False."," False."," False."," False."," False."
"274","MS",1.88654747611931," yes"," no",-0.542369810884019,0.214796782456388,-0.840343446272548,0.169989561586639,-0.382248672937218,0.131265612050851,0.0849806736609608,-0.0875891351893414,-1.36251867133469,0.0450076804915515,-0.675662462379016,-0.526553113322119,0.269767441860465,1.10116844511117," False."," False."," False."," False."," True."
"275","AZ",-0.773837745923228," no"," no",-0.542369810884019,-0.154048702932179,0.857370275524385,0.170028985507246,0.462412306065733,1.33791201448692,0.0849932401982875,-0.590396781833889,-0.0718574733114328,0.0449970743124634,-1.39196936688305,2.30933383231481,0.270588235294118,1.87997827574995," False."," False."," False."," False."," False."
"276","VA",-0.257258091157688," no"," no",-0.542369810884019,2.19806543949334,-0.840343446272548,0.169996602106694,-0.568570947717281,0.183728499113289,0.0850087158628704,-0.458512808943516,0.28952766213508,0.0450084602368866,-1.78991764716307,1.74215644318743,0.270689655172414,0.322358614472388," True."," True."," True."," False."," False."
"277","AL",0.827559183849948," no"," no",-0.542369810884019,2.09764677331426,-1.05255766149716,0.170010377032169,-1.02402539717966,0.288654273238164,0.0850099933377748,-0.744948312564795,-0.0718574733114328,0.0449816401468788,1.27428411099308,0.0406242758052674,0.27037037037037,-0.456451216166393," False."," True."," True."," False."," False."
"278","IL",1.49911273504515," no"," no",-0.542369810884019,-0.345230394311593,0.751263167912077,0.169987699876999,1.25531709762978,-0.550751919760838,0.0850115295926211,0.312184157634602,-0.329989712916085,0.0449930135072194,0.239618582265028,-1.09373050244951,0.269724770642202,-1.23526104680517," False."," False."," False."," False."," False."
"279","MS",-0.153942160204579," no"," yes",1.48191294481829,1.02587062467208,1.44095936739208,0.169991438356164,-0.966058467248082,-0.340900371511088,0.0850228907782865,1.28894983185393,-0.226736817074224,0.0449828309805418,0.995720314797063,0.0406242758052674,0.2703125,-0.456451216166393," False."," False."," False."," False."," False."
"280","MN",1.36996782135377," no"," yes",1.78180668640382,1.16298072657045,0.167674076044381,0.170004154549231,-1.92665330611418,-0.235974597386212,0.0849765258215962,-0.0793463868836935,1.47693596431648,0.045017884517118,0.120234098181022,-1.09373050244951,0.269811320754717,0.322358614472388," False."," False."," False."," False."," False."
"281","OK",-0.515547918540458," no"," no",-0.542369810884019,2.12468256805478,1.069584490749,0.170017211703959,-0.852194854882488,-1.3376952256974,0.0849747474747475,1.15500517188714,0.0830218704513585,0.0449921752738654,-0.675662462379016,1.17497905406004,0.269767441860465,0.322358614472388," True."," True."," True."," False."," False."
"282","TN",0.104347667178191," no"," no",-0.542369810884019,0.0525820140132486,0.698209614105923,0.169978165938865,-0.249752833093618,0.655894482675227,0.0850133333333333,0.674865083083128,-1.15601287965097,0.0449849332759363,-0.436893494211004,0.607801664932654,0.269565217391304,-0.456451216166393," True."," False."," False."," False."," False."
"283","WV",0.853388166588225," no"," no",-0.542369810884019,-0.480409368014209,-1.10561121530332,0.169987146529563,-0.711418025048663,1.75761511098642,0.0849878934624697,-0.318386087747495,-0.536495504599807,0.044975556762629,-0.635867634351014,-1.09373050244951,0.270114942528736,0.322358614472388," False."," False."," False."," False."," False."
"284","TN",0.750072235635117," yes"," no",-0.542369810884019,0.776755087420121,0.0615669684320728,0.170004531037608,-0.60790565017085,-0.603214806823276,0.0850176263219742,1.6248418253091,-1.36251867133469,0.045007183908046,1.8712065314131,0.0406242758052674,0.27,1.10116844511117," True."," True."," True."," True."," True."
"285","FL",0.0526897017016369," no"," no",-0.542369810884019,2.36607359252374,-0.309807908211006,0.17,-0.496112285302812,-0.603214806823276,0.0850227790432802,-1.326062068113,0.134648318372289,0.0449704142011834,0.0406444421250184,0.607801664932654,0.270192307692308,-0.456451216166393," True."," True."," True."," True."," False."
"286","NH",-0.102284194728025," no"," no",-0.542369810884019,-1.27603418466389,0.857370275524385,0.170017482517482,-0.324281743005643,-1.12784367744765,0.0849918433931485,0.116418885375454,-1.10438643173004,0.0449805068226121,-1.75012281913507,-1.09373050244951,0.269491525423729,1.10116844511117," False."," False."," False."," False."," False."
"287","NY",-0.438060970325627," no"," yes",2.15667386338573,-0.302745574005056,0.379888291268998,0.17002427184466,0.220193348851651,1.96746665923617,0.0850142721217888,-0.534758230770763,-1.10438643173004,0.0449884792626728,-2.3868400675831,-1.09373050244951,0.269767441860465,0.322358614472388," False."," False."," False."," False."," False."
"288","OH",1.60242866599826," no"," no",-0.542369810884019,1.09346011152339,1.44095936739208,0.170012652889076,0.804003143162515,1.39037490154935,0.0849832214765101,-0.376085325887033,0.0313954225304281,0.0450082735797021,0.160028926209024,2.30933383231481,0.270093457943925,0.322358614472388," False."," False."," False."," False."," False."
"289","NE",0.0526897017016369," no"," no",-0.542369810884019,0.769030574637114,0.379888291268998,0.169995460735361,-1.52088479659316,1.23298624036204,0.0850118953211737,0.8747517294951,-1.67227735886028,0.045,-0.0389452139309858,-1.66090789157689,0.269607843137255,1.10116844511117," False."," False."," False."," False."," False."
"290","WV",-0.515547918540458," no"," yes",1.40693950942191,0.164587449366845,-0.0445401391802355,0.17,-0.162802438196256,-1.7573983221969,0.0849765258215962,0.35957996039208,-1.62065091093935,0.0449769585253456,0.398797894377035,-0.526553113322119,0.269911504424779,-1.23526104680517," False."," False."," False."," False."," False."
"291","NV",1.06002002849444," yes"," no",-0.542369810884019,-0.152117574736427,-0.36286146201716,0.169988412514484,1.70042030960437,1.1805233532996,0.0849840255591054,1.10967005620608,0.909045037186246,0.0449881610102605,0.0804392701530201,-0.526553113322119,0.27047619047619,1.10116844511117," False."," False."," False."," True."," True."
"292","CT",-0.257258091157688," no"," no",-0.542369810884019,-0.22550044617499,2.23676267448439,0.170023696682464,0.247106566319883,1.49530067567423,0.0850118203309693,-2.32137392602004,-0.381616160837015,0.044994246260069,0.0804392701530201,1.74215644318743,0.27047619047619,1.10116844511117," False."," False."," False."," False."," False."
"293","KS",1.39579680409204," no"," yes",2.38159416957488,1.20932780326849,2.02454845925978,0.170012340600576,0.768808935704058,0.131265612050851,0.0850021123785382,-0.172077305322237,0.960671485107176,0.0449790794979079,-0.158329698014991,-0.526553113322119,0.26969696969697,-0.456451216166393," False."," False."," False."," False."," False."
"294","VA",1.18916494218583," no"," no",-0.542369810884019,-1.59467033696292,1.069584490749,0.16996935648621,-0.585132927697731,-0.655677693885713,0.0849970811441915,-0.61100365259801,-0.846254192125389,0.0450264861683343,-1.15320039871504,0.0406242758052674,0.27027027027027,-1.23526104680517," False."," False."," False."," False."," False."
"297","ND",0.104347667178191," no"," no",-0.542369810884019,-2.13924848816488,-0.734236338660239,0.170014347202296,0.557643690953321,0.341117160300602,0.0849889624724062,-1.46412810223261,0.23790121421415,0.0449805447470817,0.319208238321031,-1.09373050244951,0.27027027027027,0.322358614472388," False."," False."," False."," False."," False."
"298","AR",-1.26458841795049," yes"," yes",1.8567801218002,-0.0690790623191056,1.01653093694285,0.169983041266252,0.567994928441102,1.07559757917473,0.0850220264317181,0.0999333887641578,0.805792141344385,0.0450097847358121,1.91100135944111,-0.526553113322119,0.270198675496689,1.10116844511117," True."," True."," True."," True."," False."
"299","MA",-1.60036519354809," no"," no",-0.542369810884019,-0.773940853768461,0.963477383136693,0.170014245014245,0.102189241490945,1.07559757917473,0.0849877750611247,1.06639562760142,-1.05275998380911,0.0450059689614007,-0.635867634351014,0.0406242758052674,0.270114942528736,0.322358614472388," False."," False."," False."," False."," False."
"300","WI",-2.19443179652847," no"," no",-0.542369810884019,-0.252536240915513,0.963477383136693,0.170011947431302,0.495536266026633,0.0788027249884134,0.0850111856823266,0.334851715475135,0.444407005897872,0.0449953660797034,-0.516483150267008,-0.526553113322119,0.27,-0.456451216166393," False."," False."," False."," False."," False."
"301","AL",1.36996782135377," no"," yes",1.48191294481829,-0.27184752287303,0.698209614105923,0.170012019230769,0.719122995762709,0.81328314386254,0.0850192061459667,-0.792344115322273,-0.226736817074224,0.0450031036623215,-1.90930213124707,-1.09373050244951,0.270909090909091,-1.23526104680517," False."," False."," False."," False."," False."
"302","WV",0.336808511822684," no"," no",-0.542369810884019,-0.173359984889695,0.485995398881306,0.17002915451895,0.100118993993389,0.288654273238164,0.0849804305283757,0.808809743049913,-0.484869056678876,0.0450167504187605,0.160028926209024,0.0406242758052674,0.270093457943925,1.10116844511117," False."," False."," False."," False."," False."
"303","CO",0.956704097541333," yes"," no",-0.542369810884019,-0.0632856777318509,2.76729821254593,0.169977426636569,0.201561121373645,-0.917992129197902,0.0849976110845676,0.757292566139611,0.754165693423454,0.0449851883199323,0.319208238321031,0.607801664932654,0.27027027027027,0.322358614472388," False."," False."," False."," False."," False."
"305","NH",0.620927321943732," no"," yes",2.00672699259297,0.475499088882862,1.28179870597362,0.170014627011214,0.0773462715202701,1.1805233532996,0.084997540580423,-1.50122046960803,0.341154110056011,0.0449881610102605,0.160028926209024,-1.66090789157689,0.270093457943925,0.322358614472388," False."," False."," False."," False."," False."
"306","TN",-0.231429108419411," no"," no",-0.542369810884019,0.539226319342667,0.698209614105923,0.170009596928983,-0.208347883142493,0.81328314386254,0.0850131926121372,1.33634563461141,0.0830218704513585,0.0450075642965204,2.58751343591714,-1.66090789157689,0.270238095238095,-1.23526104680517," True."," False."," False."," False."," False."
"307","UT",-0.0506262292514713," no"," no",-0.542369810884019,-1.0558855703482,0.167674076044381,0.170031796502385,0.92821799301589,0.550968708550352,0.0849836333878887,-0.656338768279076,-0.484869056678876,0.0450208706022659,-0.516483150267008,-1.09373050244951,0.27,0.322358614472388," False."," False."," False."," False."," False."
"308","MA",0.207663598131299," no"," no",-0.542369810884019,0.110515859885798,-0.0975936929863896,0.169978517722879,1.20356091019087,-0.603214806823276,0.0849825378346915,-0.726402128877086,0.341154110056011,0.0449786975045648,0.279413410293029,0.0406242758052674,0.27,0.322358614472388," False."," False."," False."," False."," False."
"309","KY",0.620927321943732," no"," no",-0.542369810884019,-0.996020596279902,1.97149490545362,0.169976726144298,0.92821799301589,1.70515222392398,0.0849836333878887,-1.04786931279737,1.73506820392113,0.0449899125756557,0.160028926209024,0.607801664932654,0.270093457943925,-1.23526104680517," False."," False."," False."," False."," False."
"310","WY",-0.283087073895965," no"," yes",0.657205155458092,1.48547913526098,-0.415915015823314,0.17000777000777,0.671507303318915,0.0263398379259758,0.085,-1.16120710200004,-1.36251867133469,0.0449720670391062,1.7518220473291,-1.09373050244951,0.270068027210884,-0.456451216166393," False."," False."," False."," False."," False."
"311","DE",1.2149939249241," no"," no",-0.542369810884019,0.1703808339541,0.751263167912077,0.16999471737982,0.0856272615104947,-0.445826145635963,0.0849779086892489,0.386368892385437,0.186274766293219,0.0449839670178653,1.55284790718909,-0.526553113322119,0.269718309859155,2.65878810638873," False."," False."," False."," False."," True."
"312","MI",0.98253308027961," no"," yes",1.25699263862915,-2.51774961453221,1.86538779784131,0.170059880239521,1.9923252067598,-0.603214806823276,0.0849898580121704,-1.80826284399343,0.805792141344385,0.0449910554561717,0.279413410293029,1.17497905406004,0.27,-1.23526104680517," False."," False."," False."," False."," False."
"313","WY",0.336808511822684," no"," no",-0.542369810884019,-0.289227676634795,-1.42393253814024,0.170030211480363,0.607329630894671,-1.44262099982228,0.0850152905198777,-0.615125026750834,0.186274766293219,0.045020624631703,-0.237919354070995,1.17497905406004,0.270103092783505,0.322358614472388," False."," False."," False."," False."," False."
"314","MN",1.7832315451662," yes"," no",-0.542369810884019,-0.710213623308657,0.485995398881306,0.170006958942241,-2.56635978285907,0.550968708550352,0.0850529100529101,0.378126144079789,-0.0202310253905024,0.0450206516750803,-0.158329698014991,0.0406242758052674,0.26969696969697,-1.23526104680517," False."," False."," False."," False."," False."
"315","WY",-0.257258091157688," no"," no",-0.542369810884019,-0.27184752287303,-0.0975936929863896,0.170012019230769,-0.266314813074068,0.918208917987415,0.0850026780931976,1.07257768883066,-0.536495504599807,0.0449920508744038,1.67223239127309,0.0406242758052674,0.270344827586207,-1.23526104680517," False."," False."," False."," False."," False."
"316","NY",0.853388166588225," no"," no",-0.542369810884019,1.61679585257209,1.01653093694285,0.16998485995458,-0.405021395410337,-0.603214806823276,0.085,0.501767368664513,0.23790121421415,0.045020098258151,0.160028926209024,-1.66090789157689,0.270093457943925,0.322358614472388," False."," True."," False."," True."," False."
"317","NH",-0.205600125681133," no"," no",-0.542369810884019,0.224452423435146,-0.99950410769101,0.170015616866215,1.4437096199074,1.28544912742448,0.0849981433345711,1.23743265494363,-0.123483921232363,0.0449922958397535,0.557977206489042,0.0406242758052674,0.27008547008547,0.322358614472388," False."," False."," False."," False."," False."
"319","NJ",-1.44539129711843," no"," yes",0.657205155458092,1.1649118547662,-0.99950410769101,0.170016611295681,0.269879288793001,1.07559757917473,0.0849952963311383,1.48677579118949,1.99320044352578,0.0450128818549871,-0.357303838155,0.0406242758052674,0.270212765957447,-0.456451216166393," False."," False."," False."," False."," False."
"320","IA",-0.748008763184951," no"," no",-0.542369810884019,-0.188809010455709,-0.0445401391802355,0.170005858230814,-1.82107068373881,0.446042934425477,0.0850358422939068,-0.578032659375417,0.392780557976941,0.0450145772594752,-2.18786592744309,1.74215644318743,0.270833333333333,1.10116844511117," False."," False."," False."," False."," False."
"321","OR",0.0268607189633599," no"," no",-0.542369810884019,0.782548472007376,1.01653093694285,0.17,-1.25796336440351,0.183728499113289,0.085014409221902,-0.0195864616677431,-0.175110369153294,0.0450151057401813,0.71715651860105,0.0406242758052674,0.270247933884298,-1.23526104680517," False."," False."," False."," False."," False."
"322","PA",-0.67052181497012," no"," no",-0.542369810884019,-0.00921408825080426,0.53904895268746,0.17,1.92814753433556,-0.235974597386212,0.0850017082336864,-0.0958318834949898,0.754165693423454,0.0449974345818368,0.199823754237026,0.0406242758052674,0.27037037037037,-1.23526104680517," False."," False."," False."," False."," False."
"323","MI",-0.257258091157688," no"," yes",0.507258284665328,2.28496620830217,-0.36286146201716,0.170013386880857,0.16015617142252,-0.760603468010589,0.0849975880366618,1.20240097464462,-1.77553025470214,0.0450174486234975,0.637566862545046,0.0406242758052674,0.269747899159664,2.65878810638873," False."," False."," False."," False."," True."
"324","FL",0.388466477299238," no"," no",-0.542369810884019,2.63836266812472,-0.0975936929863896,0.170009460737938,0.522449483494865,-1.60000966100959,0.085008896797153,0.32042690594025,-0.484869056678876,0.0450023245002324,1.31407893902108,-1.09373050244951,0.269852941176471,-0.456451216166393," True."," True."," True."," True."," True."
"325","PA",1.13750697670927," yes"," yes",1.18201920323276,-1.51163182454559,0.220727629850535,0.169960861056751,0.623891610875121,0.498505821487914,0.0849804092294297,-0.479119679707637,0.0313954225304281,0.0449801474758934,-0.516483150267008,0.0406242758052674,0.27,-0.456451216166393," False."," False."," False."," False."," False."
"326","WV",-2.45272162391124," no"," no",-0.542369810884019,0.0467886294259939,-0.628129231047931,0.169983597594314,-0.568570947717281,0.131265612050851,0.0850087158628704,0.691350579694424,-0.536495504599807,0.045002145002145,0.71715651860105,-0.526553113322119,0.270247933884298,1.87997827574995," False."," False."," False."," False."," False."
"328","WI",-0.593034866755289," no"," no",-0.542369810884019,0.0834800651452756,1.44095936739208,0.170021645021645,-0.0199553608648741,0.131265612050851,0.0849949647532729,-1.98960330671769,-0.484869056678876,0.0450485436893204,-0.795046946463021,-0.526553113322119,0.269879518072289,-0.456451216166393," False."," False."," False."," False."," False."
"330","TX",-0.179771142942856," no"," no",-0.542369810884019,1.37154257171163,-2.21973584523256,0.170019880715706,-0.423653622888344,0.655894482675227,0.0849804578447795,-0.74906968671762,-1.41414511925562,0.0449754901960784,-1.47155902293905,-0.526553113322119,0.26969696969697,-0.456451216166393," False."," False."," False."," False."," False."
"333","WV",1.75740256242792," no"," yes",2.53154104036764,0.313284320439722,0.53904895268746,0.170005083884087,-1.55814925154917,0.341117160300602,0.0850362027353178,-0.025768522896979,-0.278363264995155,0.0449823499747857,0.279413410293029,0.607801664932654,0.27,2.65878810638873," True."," False."," True."," False."," False."
"334","SC",-0.515547918540458," no"," no",-0.542369810884019,-0.94774239138611,-0.0445401391802355,0.170015220700152,-0.200066893152268,-0.28843748444865,0.0849921011058452,-1.07465824479073,-0.846254192125389,0.0449796472184532,0.359003066349033,-1.09373050244951,0.269642857142857,0.322358614472388," False."," False."," False."," False."," False."
"335","GA",-0.748008763184951," no"," no",-0.542369810884019,0.684060934024041,1.22874515216746,0.169986104678092,1.46441209488296,0.708357369737665,0.0850166481687014,2.10704260118952,1.52856241223741,0.0449966865473824,-1.67053316307906,0.607801664932654,0.270491803278689,1.87997827574995," True."," False."," False."," True."," True."
"336","GA",0.620927321943732," no"," no",-0.542369810884019,-0.430200034924666,-0.203700800598698,0.169974715549937,-0.436075107873681,0.655894482675227,0.0849859943977591,-0.932470836518294,-1.2076393275719,0.0449773169151005,-0.715457290407017,0.607801664932654,0.270588235294118,0.322358614472388," False."," False."," False."," False."," False."
"337","MT",1.03419104575616," no"," no",-0.542369810884019,0.685992062219793,0.379888291268998,0.17,0.166366913915189,0.498505821487914,0.085019267822736,-0.40287425788039,0.134648318372289,0.045,0.359003066349033,0.0406242758052674,0.269642857142857,-1.23526104680517," False."," False."," False."," False."," False."
"339","HI",1.111677993971," no"," no",-0.542369810884019,-0.816425674074998,-0.256754354404852,0.169971056439942,-0.479550305322362,-0.865529242135464,0.0849773242630385,-0.343114332664439,0.547659901739732,0.044997266265719,0.319208238321031,1.17497905406004,0.27027027027027,1.10116844511117," False."," False."," False."," False."," False."
"340","MA",-0.489718935802181," no"," yes",1.48191294481829,0.22831467982665,1.38790581358593,0.169994799791992,-1.08199232711123,0.393580047363039,0.0849966055668703,0.318366218863838,-0.123483921232363,0.0449767441860465,-0.99402108660303,0.0406242758052674,0.27051282051282,-0.456451216166393," False."," False."," False."," False."," False."
"341","NH",1.88654747611931," no"," no",-0.542369810884019,1.57624216046131,-1.10561121530332,0.170011446012972,-0.578922185205062,0.655894482675227,0.08502331002331,0.188542933049877,0.0313954225304281,0.0449928126497365,-1.98889178730308,-0.526553113322119,0.269811320754717,-1.23526104680517," False."," False."," False."," False."," False."
"342","AL",-1.21293045247394," no"," no",-0.542369810884019,-2.68962002395411,0.379888291268998,0.169902912621359,0.228474338841876,-0.970455016260339,0.0849952516619183,0.423461259760854,0.805792141344385,0.0449795547478419,0.836541002685056,-0.526553113322119,0.270161290322581,-1.23526104680517," False."," False."," False."," False."," False."
"344","NC",0.00103173622508282," no"," no",-0.542369810884019,-0.26026075369852,-2.06057518381409,0.17,-1.54158727156872,-1.86232409632178,0.0849720223820943,1.29719258015958,0.0313954225304281,0.0449904761904762,-0.55627797829501,-1.09373050244951,0.269662921348315,-0.456451216166393," False."," False."," False."," False."," False."
"345","MT",-0.102284194728025," no"," no",-0.542369810884019,0.573986626866196,-0.203700800598698,0.169980970504282,-0.173153675684037,-0.708140580948151,0.084989539748954,-1.00459488419272,0.599286349660663,0.045026525198939,-0.357303838155,-0.526553113322119,0.270212765957447,0.322358614472388," False."," False."," False."," False."," False."
"346","NV",0.0526897017016369," no"," yes",2.38159416957488,0.471636832491359,-1.31782543052793,0.169985358711567,0.220193348851651,-1.07538079038521,0.0850142721217888,-0.633671210438543,-0.536495504599807,0.0450236966824644,0.359003066349033,0.0406242758052674,0.269642857142857,0.322358614472388," False."," False."," False."," False."," False."
"347","SC",0.698414270158563," no"," no",-0.542369810884019,0.0699621677750136,0.326834737462844,0.170016295491581,-1.50846331160782,1.1805233532996,0.0850039463299132,0.864448294113039,-0.278363264995155,0.0450103519668737,-2.22766075547109,1.17497905406004,0.270212765957447,-0.456451216166393," False."," False."," False."," False."," False."
"348","VA",-0.438060970325627," no"," no",-0.542369810884019,1.60907133978909,-0.787289892466393,0.170015163002274,-0.761103964990012,0.341117160300602,0.085012285012285,-1.02726244203325,-0.278363264995155,0.0450233800935204,-0.635867634351014,1.17497905406004,0.270114942528736,0.322358614472388," False."," True."," False."," False."," False."
"349","AR",1.4474547695686," no"," no",-0.542369810884019,1.99143472254791,0.857370275524385,0.169992947813822,-0.378108177942106,0.131265612050851,0.0849972421400993,2.19565214547524,-2.03366249430679,0.0449852989219209,-0.596072806323011,0.607801664932654,0.270454545454545,-1.23526104680517," True."," True."," True."," False."," False."
"350","DC",-0.179771142942856," no"," no",-0.542369810884019,-0.250605112719762,-1.15866476910947,0.170029850746269,-0.504393275293037,0.655894482675227,0.0849885844748859,0.699593328000073,-0.743001296283529,0.0450107066381156,2.30894963972113,0.607801664932654,0.270186335403727,0.322358614472388," False."," False."," False."," False."," False."
"351","RI",-0.102284194728025," no"," no",-0.542369810884019,-0.737249418049179,-2.59111072187563,0.169992972593113,0.661156065831133,2.17731820748592,0.0850107991360691,0.124661633681102,-1.05275998380911,0.0449902723735409,-1.90930213124707,-0.526553113322119,0.270909090909091,-0.456451216166393," False."," False."," False."," False."," False."
"352","WV",-1.05795655604428," no"," no",-0.542369810884019,-0.258329625502768,0.220727629850535,0.170017953321364,-0.231120605615612,0.60343159561279,0.0849787685774947,-1.81650559229908,-1.31089222341376,0.0449730700179533,-0.476688322239006,-1.09373050244951,0.27032967032967,-0.456451216166393," False."," False."," False."," False."," False."
"354","AL",-0.877153676876336," no"," no",-0.542369810884019,2.26565492634465,-0.575075677241777,0.170013431833445,-0.0737817958013366,-0.603214806823276,0.085,0.291577286870481,0.392780557976941,0.0450163781001404,0.677361690573048,-1.09373050244951,0.27,-0.456451216166393," True."," True."," True."," False."," False."
"355","NC",-1.18710146973566," yes"," no",-0.542369810884019,-0.694764597742643,-2.06057518381409,0.170034602076125,2.0068169392427,1.49530067567423,0.084991568296796,-0.108196005953462,0.909045037186246,0.044981986618631,0.836541002685056,-0.526553113322119,0.270161290322581,-0.456451216166393," False."," False."," False."," True."," False."
"356","MT",0.491782408252347," no"," no",-0.542369810884019,1.02200836828058,-1.4769860919464,0.170008568980291,2.00474669174514,-1.28523233863496,0.0849865047233468,1.59393151916292,0.186274766293219,0.044998194293969,0.000849614097016632,-1.66090789157689,0.269902912621359,-1.23526104680517," True."," False."," True."," False."," False."
"357","TN",0.543440373728901," no"," no",-0.542369810884019,-0.965122545147875,-0.0445401391802355,0.170038314176245,1.03380061539126,-0.498289032698401,0.0850100200400802,0.41933988560803,0.909045037186246,0.0450204638472033,0.955925486769061,-1.66090789157689,0.27007874015748,1.10116844511117," False."," False."," False."," False."," False."
"358","LA",-0.334745039372519," no"," no",-0.542369810884019,-0.911050955666829,0.432941845075152,0.169992498124531,-0.301509020532524,0.0263398379259758,0.085027027027027,1.84327465540878,-0.0202310253905024,0.0450173010380623,-0.476688322239006,0.0406242758052674,0.27032967032967,1.10116844511117," False."," False."," False."," False."," False."
"359","SC",-0.153942160204579," no"," no",-0.542369810884019,0.0622376549920069,0.220727629850535,0.170005443658138,1.47062283737563,-0.183511710323775,0.0849963045084996,-1.37345787087048,0.23790121421415,0.0449962377727615,0.359003066349033,-1.09373050244951,0.269642857142857,-1.23526104680517," False."," False."," False."," False."," False."
"360","IN",0.465953425514069," no"," no",-0.542369810884019,1.7481125698832,0.804316721718231,0.17,0.213982606358983,-1.54754677394715,0.0849928537398761,-0.124681502564759,0.496033453818802,0.0450129198966408,1.35387376704908,-1.09373050244951,0.27007299270073,2.65878810638873," True."," True."," True."," True."," True."
"361","IA",1.67991561421309," no"," no",-0.542369810884019,-1.11961280080801,-1.53003964575255,0.170040816326531,0.452061068577952,-0.445826145635963,0.0850045167118338,-0.248322727149484,-0.588121952520737,0.0450133333333333,0.0406444421250184,1.17497905406004,0.270192307692308,-1.23526104680517," False."," False."," False."," False."," False."
